Date,SP500ClosedPrices,USTNoteClosedPrices
38455,1751.77,1.3124
38456,1734.25,1.3172
38457,1705.26,1.3259
38460,1710.27,1.3226
38461,1720.43,1.3299
38462,1697.74,1.3321
38463,1731.27,1.3207
38464,1719.66,1.3259
38467,1734.56,1.3262
38468,1719.09,1.3246
38469,1726.21,1.3290
38470,1707.13,1.3377
38471,1727.49,1.3320
38474,1735.43,1.3337
38475,1733.95,1.3366
38476,1755.92,1.3344
38477,1751.47,1.3381
38478,1749.65,1.3265
38481,1760.87,1.3249
38482,1742.06,1.3332
38483,1750.26,1.3344
38484,1732.89,1.3371
38485,1725.15,1.3404
38488,1742.74,1.3400
38489,1755.10,1.3416
38490,1773.01,1.3443
38491,1781.28,1.3419
38492,1778.59,1.3408
38495,1785.46,1.3481
38496,1785.80,1.3514
38497,1779.81,1.3453
38498,1791.41,1.3463
38499,1793.34,1.3469
38503,1782.46,1.3571
38504,1799.15,1.3664
38505,1802.19,1.3656
38506,1789.83,1.3579
38509,1792.14,1.3612
38510,1791.89,1.3659
38511,1788.30,1.3635
38512,1797.72,1.3624
38513,1793.51,1.3528
38516,1798.07,1.3497
38517,1802.73,1.3482
38518,1806.78,1.3488
38519,1813.35,1.3520
38520,1822.35,1.3519
38523,1821.06,1.3490
38524,1817.36,1.3559
38525,1817.80,1.3651
38526,1798.49,1.3642
38527,1784.77,1.3675
38530,1783.45,1.3697
38531,1800.07,1.3637
38532,1797.73,1.3628
38533,1784.99,1.3694
38534,1789.85,1.3582
38538,1805.68,1.3521
38539,1791.05,1.3556
38540,1795.55,1.3567
38541,1816.52,1.3542
38544,1827.91,1.3542
38545,1832.15,1.3497
38546,1833.98,1.3486
38547,1838.80,1.3469
38548,1840.93,1.3481
38551,1830.75,1.3433
38552,1843.07,1.3468
38553,1852.02,1.3492
38554,1839.80,1.3392
38555,1849.81,1.3445
38558,1842.85,1.3421
38559,1846.04,1.3441
38560,1854.72,1.3418
38561,1865.64,1.3479
38562,1851.37,1.3402
38565,1853.13,1.3378
38566,1866.28,1.3358
38567,1868.06,1.3400
38568,1854.30,1.3383
38569,1840.19,1.3315
38572,1835.37,1.3289
38573,1847.76,1.3321
38574,1845.16,1.3319
38575,1858.43,1.3388
38576,1847.31,1.3439
38579,1852.78,1.3406
38580,1830.99,1.3483
38581,1832.82,1.3426
38582,1831.09,1.3489
38583,1832.29,1.3486
38586,1835.32,1.3492
38587,1829.11,1.3518
38588,1817.22,1.3532
38589,1821.46,1.3544
38590,1810.52,1.3520
38593,1821.56,1.3541
38594,1815.97,1.3611
38595,1834.48,1.3690
38596,1836.37,1.3678
38597,1831.06,1.3677
38601,1854.23,1.3632
38602,1859.00,1.3591
38603,1852.00,1.3583
38604,1866.74,1.3611
38607,1865.45,1.3568
38608,1851.87,1.3608
38609,1845.84,1.3580
38610,1846.76,1.3531
38611,1862.11,1.3480
38614,1851.74,1.3511
38615,1837.20,1.3515
38616,1820.49,1.3582
38617,1827.54,1.3580
38618,1828.54,1.3512
38621,1829.05,1.3472
38622,1829.13,1.3486
38623,1831.32,1.3511
38624,1847.62,1.3476
38625,1849.33,1.3445
38628,1846.17,1.3399
38629,1827.96,1.3420
38630,1801.40,1.3436
38631,1794.04,1.3398
38632,1800.71,1.3430
38636,1784.22,1.3404
38637,1773.60,1.3355
38638,1772.36,1.3338
38639,1787.01,1.3323
38642,1792.33,1.3317
38643,1774.32,1.3336
38644,1801.01,1.3346
38645,1774.02,1.3373
38646,1776.73,1.3420
38649,1806.59,1.3368
38650,1802.30,1.3293
38651,1794.56,1.3248
38652,1776.01,1.3281
38653,1805.56,1.3267
38656,1818.50,1.3285
38657,1812.11,1.3278
38658,1830.43,1.3243
38659,1838.86,1.3193
38660,1839.16,1.3180
38663,1843.27,1.3216
38664,1837.80,1.3276
38665,1841.00,1.3202
38666,1856.90,1.3287
38670,1861.25,1.3236
38671,1854.28,1.3279
38672,1857.97,1.3366
38673,1875.49,1.3378
38674,1883.99,1.3353
38677,1893.93,1.3383
38678,1903.66,1.3418
38679,1910.39,1.3376
38681,1914.41,1.3418
38684,1898.37,1.3449
38685,1898.74,1.3380
38686,1887.28,1.3372
38687,1910.23,1.3351
38688,1910.86,1.3355
38691,1906.42,1.3316
38692,1908.89,1.3395
38693,1899.69,1.3368
38694,1897.57,1.3421
38695,1902.92,1.3360
38698,1904.59,1.3344
38699,1915.30,1.3372
38700,1923.44,1.3437
38701,1920.85,1.3436
38702,1915.40,1.3459
38705,1904.21,1.3469
38706,1903.81,1.3448
38707,1908.65,1.3429
38708,1917.16,1.3495
38709,1918.25,1.3546
38713,1899.93,1.3587
38714,1902.74,1.3558
38715,1897.20,1.3574
38716,1887.94,1.3542
38720,1918.96,1.3578
38721,1926.39,1.3599
38722,1926.44,1.3590
38723,1945.02,1.3573
38726,1952.13,1.3584
38727,1951.53,1.3523
38728,1958.56,1.3496
38729,1946.28,1.3549
38730,1948.64,1.3614
38734,1941.57,1.3637
38735,1934.21,1.3637
38736,1944.98,1.3594
38737,1909.35,1.3621
38740,1912.91,1.3620
38741,1917.54,1.3584
38742,1914.28,1.3496
38743,1928.17,1.3464
38744,1943.34,1.3462
38747,1945.66,1.3450
38748,1937.93,1.3467
38749,1941.75,1.3428
38750,1924.67,1.3433
38751,1914.50,1.3471
38754,1916.04,1.3461
38755,1900.58,1.3444
38756,1917.84,1.3424
38757,1915.10,1.3435
38758,1920.00,1.3399
38761,1914.02,1.3421
38762,1933.46,1.3397
38763,1940.69,1.3405
38764,1955.06,1.3417
38765,1951.83,1.3468
38769,1945.45,1.3445
38770,1960.26,1.3484
38771,1953.37,1.3456
38772,1956.14,1.3440
38775,1963.58,1.3426
38776,1943.19,1.3471
38777,1959.77,1.3436
38778,1956.60,1.3397
38779,1953.74,1.3344
38782,1940.20,1.3290
38783,1936.68,1.3311
38784,1941.17,1.3310
38785,1931.73,1.3316
38786,1945.93,1.3291
38789,1950.39,1.3289
38790,1970.66,1.3368
38791,1979.21,1.3339
38792,1982.76,1.3419
38793,1985.69,1.3393
38796,1982.40,1.3410
38797,1970.50,1.3358
38798,1982.40,1.3376
38799,1977.29,1.3340
38800,1979.24,1.3409
38803,1977.19,1.3383
38804,1964.47,1.3311
38805,1979.51,1.3292
38806,1975.60,1.3246
38807,1967.38,1.3254
38810,1971.93,1.3244
38811,1984.47,1.3246
38812,1993.21,1.3268
38813,1989.87,1.3211
38814,1969.30,1.3134
38817,1971.03,1.3165
38818,1956.12,1.3196
38819,1958.49,1.3138
38820,1960.01,1.3085
38824,1954.25,1.3121
38825,1988.18,1.3151
38826,1991.84,1.3112
38827,1994.23,1.3095
38828,1993.99,1.3128
38831,1989.20,1.3165
38832,1979.51,1.3073
38833,1985.29,1.3039
38834,1992.39,1.3075
38835,1993.79,1.3089
38838,1985.55,1.3017
38839,1997.75,1.3041
38840,1989.97,1.3014
38841,1996.74,1.3008
38842,2017.34,1.3061
38845,2015.84,1.3063
38846,2016.60,1.3051
38847,2013.99,1.3055
38848,1988.56,1.3029
38849,1966.27,1.2969
38852,1971.45,1.3020
38853,1967.79,1.3075
38854,1935.18,1.3032
38855,1922.32,1.3117
38856,1930.27,1.3121
38859,1922.72,1.3147
38860,1914.38,1.3159
38861,1917.48,1.3147
38862,1939.52,1.3116
38863,1950.87,1.3136
38867,1920.09,1.3119
38868,1936.41,1.3077
38869,1960.28,1.3100
38870,1964.11,1.3210
38873,1929.23,1.3190
38874,1927.13,1.3206
38875,1915.77,1.3193
38876,1918.59,1.3219
38877,1910.01,1.3246
38880,1885.81,1.3248
38881,1866.92,1.3264
38882,1876.67,1.3180
38883,1916.56,1.3145
38884,1909.52,1.3116
38887,1892.12,1.3112
38888,1892.13,1.3100
38889,1910.62,1.3099
38890,1900.98,1.3050
38891,1899.32,1.3035
38894,1908.56,1.3034
38895,1891.24,1.3066
38896,1901.98,1.3026
38897,1943.09,1.3071
38898,1939.03,1.3136
38901,1954.49,1.3129
38903,1940.55,1.3061
38904,1945.90,1.3104
38905,1932.75,1.3153
38908,1935.62,1.3166
38909,1943.66,1.3193
38910,1922.62,1.3194
38911,1897.73,1.3231
38912,1888.43,1.3235
38915,1885.82,1.3242
38916,1889.48,1.3175
38917,1924.74,1.3256
38918,1908.42,1.3283
38919,1894.94,1.3272
38922,1926.50,1.3273
38923,1938.68,1.3257
38924,1937.96,1.3291
38925,1930.32,1.3287
38926,1953.86,1.3334
38929,1951.00,1.3352
38930,1942.22,1.3357
38931,1954.18,1.3372
38932,1957.41,1.3377
38933,1956.05,1.3443
38936,1950.63,1.3423
38937,1944.22,1.3423
38938,1936.30,1.3409
38939,1945.61,1.3402
38940,1938.13,1.3367
38943,1940.50,1.3346
38944,1967.26,1.3418
38945,1982.81,1.3489
38946,1986.04,1.3487
38947,1993.43,1.3513
38950,1986.11,1.3545
38951,1988.10,1.3549
38952,1979.35,1.3547
38953,1984.09,1.3557
38954,1982.81,1.3579
38957,1993.06,1.3570
38958,1997.21,1.3580
38959,1998.08,1.3610
38960,1997.42,1.3640
38961,2008.47,1.3644
38965,2012.00,1.3600
38966,1992.42,1.3586
38967,1982.93,1.3596
38968,1990.44,1.3610
38971,1991.49,1.3593
38972,2012.32,1.3626
38973,2020.49,1.3638
38974,2017.86,1.3610
38975,2023.35,1.3612
38978,2025.39,1.3601
38979,2021.01,1.3676
38980,2031.59,1.3680
38981,2021.08,1.3772
38982,2016.09,1.3822
38985,2033.87,1.3873
38986,2049.20,1.3836
38987,2049.97,1.3825
38988,2053.93,1.3818
38989,2048.89,1.3801
38992,2041.99,1.3830
38993,2046.28,1.3825
38994,2071.45,1.3881
38995,2076.63,1.3837
38996,2071.05,1.3742
39000,2077.01,1.3688
39001,2071.90,1.3665
39002,2091.69,1.3671
39003,2095.97,1.3645
39006,2101.27,1.3671
39007,2093.58,1.3686
39008,2096.71,1.3700
39009,2098.32,1.3671
39010,2100.86,1.3670
39013,2113.82,1.3631
39014,2114.36,1.3644
39015,2121.83,1.3704
39016,2132.39,1.3755
39017,2114.65,1.3803
39020,2115.63,1.3810
39021,2115.65,1.3881
39022,2100.37,1.3919
39023,2100.21,1.3891
39024,2095.68,1.3776
39027,2119.53,1.3798
39028,2124.28,1.3842
39029,2129.22,1.3866
39030,2118.32,1.3877
39031,2122.26,1.3905
39034,2128.17,1.3893
39035,2141.95,1.3938
39036,2147.60,1.3887
39037,2152.57,1.3842
39038,2154.80,1.3910
39041,2153.76,1.3918
39042,2157.42,1.3946
39043,2162.65,1.3955
39045,2154.96,1.3976
39048,2125.67,1.4000
39049,2133.52,1.4029
39050,2154.09,1.4010
39051,2155.89,1.4076
39052,2149.85,1.4105
39055,2169.00,1.4121
39056,2177.75,1.4104
39057,2175.45,1.4064
39058,2166.87,1.4068
39059,2170.84,1.4001
39062,2175.80,1.4039
39063,2173.58,1.4073
39064,2176.52,1.3978
39065,2195.59,1.3966
39066,2198.07,1.3970
39069,2190.97,1.3986
39070,2195.80,1.3981
39071,2192.76,1.3978
39072,2185.21,1.4030
39073,2173.90,1.3958
39077,2183.38,1.3983
39078,2199.15,1.3929
39079,2196.00,1.3900
39080,2186.13,1.3875
39085,2183.92,1.3936
39086,2186.60,1.3999
39087,2173.29,1.3955
39090,2178.80,1.3952
39091,2177.68,1.3951
39092,2182.16,1.3920
39093,2196.02,1.3872
39094,2206.68,1.3833
39098,2208.48,1.3864
39099,2206.70,1.3831
39100,2200.20,1.3872
39101,2206.60,1.3839
39104,2195.00,1.3861
39105,2202.77,1.3811
39106,2221.56,1.3813
39107,2196.54,1.3745
39108,2193.89,1.3747
39111,2191.71,1.3735
39112,2204.40,1.3758
39113,2219.19,1.3825
39114,2231.61,1.3799
39115,2235.39,1.3814
39118,2233.44,1.3841
39119,2235.02,1.3882
39120,2239.05,1.3905
39121,2236.46,1.3911
39122,2220.72,1.3861
39125,2213.58,1.3842
39126,2230.80,1.3835
39127,2248.40,1.3917
39128,2250.97,1.3950
39129,2249.06,1.3967
39133,2255.48,1.3989
39134,2252.43,1.3973
39135,2251.03,1.3934
39136,2243.26,1.3996
39139,2240.73,1.4054
39140,2163.11,1.4179
39141,2175.78,1.4123
39142,2170.17,1.4144
39143,2145.43,1.4197
39146,2125.34,1.4201
39147,2158.36,1.4172
39148,2153.65,1.4214
39149,2169.14,1.4194
39150,2170.62,1.4117
39153,2176.50,1.4158
39154,2132.76,1.4224
39155,2147.18,1.4180
39156,2155.18,1.4182
39157,2146.93,1.4175
39160,2170.33,1.4163
39161,2184.10,1.4175
39162,2221.46,1.4192
39163,2220.68,1.4149
39164,2223.12,1.4119
39167,2225.26,1.4135
39168,2211.52,1.4139
39169,2194.38,1.4124
39170,2202.68,1.4099
39171,2200.12,1.4103
39174,2205.85,1.4112
39175,2226.76,1.4088
39176,2229.26,1.4107
39177,2236.71,1.4076
39181,2238.03,1.4011
39182,2243.93,1.4039
39183,2229.44,1.4030
39184,2243.30,1.4029
39185,2251.12,1.4000
39188,2275.35,1.4037
39189,2280.01,1.4095
39190,2281.61,1.4130
39191,2278.91,1.4117
39192,2300.08,1.4112
39195,2294.83,1.4150
39196,2294.02,1.4174
39197,2317.50,1.4143
39198,2315.91,1.4094
39199,2315.70,1.4100
39202,2297.58,1.4178
39203,2303.68,1.4169
39204,2318.84,1.4168
39205,2329.54,1.4141
39206,2334.61,1.4175
39209,2340.68,1.4195
39210,2338.14,1.4190
39211,2346.30,1.4151
39212,2313.94,1.4178
39213,2336.48,1.4148
39216,2332.43,1.4133
39217,2329.61,1.4124
39218,2350.40,1.4120
39219,2348.44,1.4077
39220,2363.97,1.4030
39223,2367.63,1.4054
39224,2366.10,1.4013
39225,2363.29,1.3995
39226,2340.64,1.4003
39227,2353.42,1.3987
39231,2357.39,1.3969
39232,2377.09,1.3985
39233,2377.75,1.3967
39234,2386.63,1.3906
39237,2391.13,1.3934
39238,2378.44,1.3874
39239,2357.95,1.3902
39240,2316.63,1.3742
39241,2342.98,1.3764
39244,2345.27,1.3728
39245,2320.22,1.3593
39246,2356.02,1.3685
39247,2367.52,1.3664
39248,2382.97,1.3724
39251,2380.09,1.3753
39252,2384.26,1.3808
39253,2351.87,1.3760
39254,2366.92,1.3712
39255,2336.41,1.3765
39258,2328.91,1.3821
39259,2321.46,1.3822
39260,2342.84,1.3825
39261,2341.90,1.3804
39262,2338.25,1.3891
39265,2363.28,1.3935
39266,2372.22,1.3876
39268,2373.07,1.3778
39269,2381.59,1.3735
39272,2383.80,1.3783
39273,2349.98,1.3915
39274,2363.72,1.3847
39275,2408.79,1.3806
39276,2416.28,1.3841
39279,2411.65,1.3907
39280,2411.41,1.3896
39281,2406.69,1.3922
39282,2417.50,1.3937
39283,2387.96,1.4013
39286,2399.64,1.4014
39287,2352.12,1.4061
39288,2363.12,1.4076
39289,2307.98,1.4208
39290,2271.41,1.4233
39293,2294.75,1.4191
39294,2265.75,1.4252
39295,2282.30,1.4204
39296,2292.79,1.4226
39297,2231.98,1.4311
39300,2285.93,1.4258
39301,2300.10,1.4231
39302,2333.24,1.4129
39303,2264.50,1.4218
39304,2265.36,1.4188
39307,2264.58,1.4232
39308,2223.71,1.4267
39309,2193.40,1.4276
39310,2200.61,1.4339
39311,2254.68,1.4320
39314,2254.07,1.4380
39315,2256.53,1.4415
39316,2283.09,1.4360
39317,2280.68,1.4363
39318,2307.22,1.4393
39321,2287.62,1.4454
39322,2234.03,1.4525
39323,2283.58,1.4475
39324,2274.16,1.4532
39325,2299.71,1.4504
39329,2323.83,1.4504
39330,2298.16,1.4596
39331,2308.35,1.4555
39332,2269.32,1.4688
39335,2266.51,1.4751
39336,2297.41,1.4703
39337,2298.14,1.4662
39338,2317.63,1.4605
39339,2318.11,1.4618
39342,2306.25,1.4623
39343,2373.63,1.4618
39344,2388.15,1.4553
39345,2372.61,1.4394
39346,2383.55,1.4474
39349,2371.03,1.4475
39350,2370.27,1.4479
39351,2383.53,1.4489
39352,2392.92,1.4551
39353,2385.72,1.4528
39356,2417.44,1.4580
39357,2416.83,1.4609
39358,2406.31,1.4568
39359,2411.41,1.4624
39360,2435.16,1.4485
39364,2447.03,1.4477
39365,2443.02,1.4481
39366,2430.55,1.4498
39367,2442.12,1.4447
39370,2421.67,1.4459
39371,2405.76,1.4494
39372,2410.22,1.4603
39373,2408.46,1.4672
39374,2346.78,1.4789
39377,2355.74,1.4770
39378,2376.48,1.4781
39379,2370.71,1.4859
39380,2368.43,1.4812
39381,2401.07,1.4789
39384,2410.33,1.4815
39385,2394.81,1.4821
39386,2423.67,1.4718
39387,2360.21,1.4860
39388,2362.21,1.4898
39391,2350.69,1.4881
39392,2379.05,1.4843
39393,2310.41,1.4909
39394,2309.18,1.4942
39395,2276.26,1.5020
39399,2319.86,1.4969
39400,2304.06,1.4987
39401,2273.73,1.5116
39402,2285.67,1.5080
39405,2245.81,1.5188
39406,2256.02,1.5154
39407,2220.21,1.5243
39409,2257.95,1.5262
39412,2205.49,1.5470
39413,2238.52,1.5352
39414,2303.17,1.5253
39415,2304.43,1.5369
39416,2322.34,1.5368
39419,2308.74,1.5476
39420,2293.66,1.5425
39421,2329.71,1.5351
39422,2364.97,1.5290
39423,2360.79,1.5178
39426,2378.60,1.5119
39427,2318.52,1.5340
39428,2332.85,1.5201
39429,2335.79,1.5078
39430,2303.79,1.5049
39433,2269.24,1.5154
39434,2283.50,1.5192
39435,2280.47,1.5301
39436,2292.23,1.5276
39437,2330.81,1.5142
39440,2349.66,1.5100
39442,2351.60,1.5031
39443,2318.72,1.5122
39444,2322.11,1.5264
39447,2306.23,1.5328
39449,2273.41,1.5481
39450,2273.41,1.5499
39451,2217.59,1.5527
39454,2224.76,1.5581
39455,2184.67,1.5646
39456,2214.60,1.5596
39457,2232.25,1.5514
39458,2202.03,1.5647
39461,2225.98,1.5666
39462,2170.51,1.5799
39463,2158.58,1.5718
39464,2095.86,1.5861
39465,2083.24,1.5853
39469,2060.15,1.6106
39470,2104.37,1.5895
39471,2125.61,1.5761
39472,2091.88,1.5952
39475,2128.64,1.5934
39476,2141.85,1.5809
39477,2131.79,1.5823
39478,2167.90,1.5916
39479,2194.43,1.5922
39482,2171.51,1.5857
39483,2102.23,1.5955
39484,2087.05,1.5926
39485,2104.02,1.5722
39486,2095.21,1.5871
39489,2107.65,1.5909
39490,2123.06,1.5852
39491,2152.76,1.5765
39492,2123.94,1.5662
39493,2125.85,1.5736
39497,2124.12,1.5563
39498,2141.95,1.5564
39499,2115.13,1.5721
39500,2132.02,1.5683
39503,2161.51,1.5578
39504,2176.48,1.5626
39505,2175.00,1.5637
39506,2155.81,1.5864
39507,2097.48,1.6042
39510,2098.64,1.6001
39511,2091.42,1.5924
39512,2103.42,1.5845
39513,2057.44,1.5960
39514,2040.17,1.6010
39517,2008.71,1.6104
39518,2083.36,1.5940
39519,2065.21,1.6084
39520,2075.88,1.6016
39521,2032.79,1.6113
39524,2014.88,1.6278
39525,2100.38,1.6063
39526,2049.40,1.6229
39527,2098.46,1.6228
39531,2130.62,1.5982
39532,2135.54,1.6037
39533,2116.93,1.6090
39534,2093.11,1.6005
39535,2076.56,1.6107
39538,2088.42,1.6159
39539,2163.38,1.5963
39540,2159.63,1.5915
39541,2162.46,1.5942
39542,2164.21,1.6088
39545,2167.61,1.5998
39546,2157.28,1.5977
39547,2139.99,1.6078
39548,2149.67,1.6002
39549,2106.01,1.6094
39552,2098.92,1.6043
39553,2108.59,1.5928
39554,2156.67,1.5822
39555,2158.08,1.5766
39556,2197.24,1.5795
39559,2193.87,1.5775
39560,2174.59,1.5824
39561,2180.91,1.5770
39562,2194.96,1.5652
39563,2209.25,1.5599
39566,2207.02,1.5656
39567,2198.50,1.5667
39568,2190.13,1.5773
39569,2228.09,1.5746
39570,2235.30,1.5635
39573,2225.37,1.5630
39574,2242.47,1.5576
39575,2202.77,1.5660
39576,2210.95,1.5750
39577,2196.54,1.5752
39580,2220.81,1.5735
39581,2220.46,1.5601
39582,2229.74,1.5614
39583,2253.76,1.5720
39584,2256.64,1.5680
39587,2258.74,1.5707
39588,2237.79,1.5773
39589,2202.02,1.5736
39590,2208.20,1.5620
39591,2179.05,1.5700
39595,2193.98,1.5622
39596,2203.10,1.5528
39597,2215.12,1.5450
39598,2218.50,1.5470
39601,2195.27,1.5585
39602,2182.65,1.5658
39603,2183.01,1.5568
39604,2225.74,1.5500
39605,2157.24,1.5637
39608,2159.03,1.5542
39609,2153.77,1.5424
39610,2117.84,1.5466
39611,2124.94,1.5316
39612,2156.96,1.5277
39615,2157.14,1.5258
39616,2142.55,1.5340
39617,2121.78,1.5410
39618,2130.30,1.5331
39619,2090.82,1.5374
39622,2090.94,1.5389
39623,2085.08,1.5479
39624,2097.37,1.5467
39625,2036.40,1.5538
39626,2028.89,1.5612
39629,2031.47,1.5612
39630,2039.66,1.5572
39631,2002.64,1.5632
39632,2004.87,1.5607
39636,1988.09,1.5709
39637,2022.83,1.5735
39638,1976.97,1.5825
39639,1990.78,1.5851
39640,1968.86,1.5647
39643,1951.08,1.5782
39644,1929.85,1.5827
39645,1978.47,1.5682
39646,2002.30,1.5613
39647,2002.88,1.5500
39650,2001.86,1.5558
39651,2028.91,1.5489
39652,2037.15,1.5469
39653,1990.09,1.5617
39654,1998.41,1.5494
39657,1961.23,1.5621
39658,2007.21,1.5574
39659,2040.81,1.5566
39660,2014.39,1.5692
39661,2003.16,1.5714
39664,1985.23,1.5682
39665,2042.44,1.5612
39666,2050.23,1.5573
39667,2013.66,1.5760
39668,2061.77,1.5750
39671,2076.59,1.5671
39672,2051.66,1.5790
39673,2046.35,1.5743
39674,2057.72,1.5803
39675,2066.36,1.5866
39678,2035.30,1.5903
39679,2016.52,1.5888
39680,2029.15,1.5931
39681,2034.35,1.5893
39682,2057.64,1.5848
39685,2017.27,1.5961
39686,2024.72,1.5975
39687,2041.24,1.5991
39688,2071.86,1.5973
39689,2043.53,1.5924
39693,2035.24,1.6032
39694,2032.13,1.6072
39695,1971.37,1.6161
39696,1980.18,1.6066
39699,2021.13,1.6113
39700,1952.14,1.6225
39701,1964.25,1.6165
39702,1992.00,1.6152
39703,1996.26,1.6066
39706,1902.17,1.6456
39707,1935.49,1.6395
39708,1844.31,1.6399
39709,1924.85,1.6249
39710,2002.32,1.5957
39713,1925.86,1.5927
39714,1895.78,1.5954
39715,1892.05,1.5943
39716,1929.24,1.5892
39717,1935.79,1.5900
39720,1765.72,1.6225
39721,1861.44,1.5938
39722,1853.26,1.6037
39723,1778.90,1.6133
39724,1754.91,1.6158
39727,1687.34,1.6339
39728,1590.51,1.6255
39729,1573.34,1.6081
39730,1453.52,1.6025
39731,1436.56,1.5831
39735,1594.41,1.5571
39736,1450.50,1.5676
39737,1512.21,1.5647
39738,1502.84,1.5650
39741,1574.50,1.5749
39742,1526.02,1.5861
39743,1433.22,1.6015
39744,1451.37,1.5921
39745,1401.29,1.5874
39748,1356.78,1.5844
39749,1503.16,1.5676
39750,1486.73,1.5627
39751,1525.37,1.5475
39752,1548.81,1.5483
39755,1544.91,1.5527
39756,1608.00,1.5712
39757,1524.21,1.5761
39758,1448.01,1.5783
39759,1490.31,1.5686
39762,1471.64,1.5749
39764,1365.15,1.5875
39765,1459.82,1.5764
39766,1399.20,1.5918
39769,1363.14,1.6058
39770,1376.82,1.6219
39771,1292.76,1.6449
39772,1206.04,1.6797
39773,1282.59,1.6542
39776,1365.63,1.6399
39777,1374.79,1.6646
39778,1423.90,1.6734
39780,1437.68,1.6828
39783,1309.39,1.7070
39784,1361.79,1.7131
39785,1397.72,1.7111
39786,1356.81,1.7208
39787,1406.36,1.6965
39790,1460.60,1.6933
39791,1426.88,1.7078
39792,1444.00,1.7022
39793,1403.20,1.7121
39794,1413.07,1.7163
39797,1395.21,1.7244
39798,1466.87,1.7569
39799,1452.88,1.7716
39800,1422.19,1.7900
39801,1426.39,1.7851
39804,1400.42,1.7810
39805,1387.08,1.7793
39806,1395.76,1.7775
39808,1403.22,1.7845
39811,1398.25,1.7894
39812,1432.65,1.7943
39813,1452.98,1.7727
39815,1499.17,1.7534
39818,1492.21,1.7428
39819,1503.87,1.7494
39820,1459.58,1.7454
39821,1464.60,1.7506
39822,1433.41,1.7548
39825,1401.07,1.7668
39826,1403.63,1.7680
39827,1356.79,1.7797
39828,1358.64,1.7772
39829,1368.92,1.7614
39833,1296.63,1.7525
39834,1353.33,1.7278
39835,1332.84,1.7210
39836,1340.02,1.7191
39839,1347.47,1.7154
39840,1362.18,1.7287
39841,1408.07,1.7135
39842,1361.54,1.6926
39843,1330.51,1.6939
39846,1329.81,1.7113
39847,1350.89,1.6940
39848,1341.77,1.6897
39849,1363.82,1.6933
39850,1401.06,1.6849
39853,1403.19,1.6883
39854,1334.30,1.7092
39855,1345.50,1.7166
39856,1348.15,1.7175
39857,1334.83,1.7026
39861,1274.26,1.7360
39862,1273.29,1.7210
39863,1258.82,1.7213
39864,1244.72,1.7159
39867,1201.56,1.7205
39868,1249.76,1.7149
39869,1236.74,1.7006
39870,1217.49,1.6905
39871,1188.84,1.6893
39874,1133.43,1.7079
39875,1126.18,1.7058
39876,1153.35,1.6933
39877,1104.38,1.7133
39878,1106.00,1.7066
39881,1095.04,1.7088
39882,1164.83,1.6907
39883,1168.07,1.7018
39884,1215.87,1.7130
39885,1225.32,1.7105
39888,1221.03,1.7046
39889,1260.29,1.6982
39890,1286.62,1.7585
39891,1269.93,1.7663
39892,1244.86,1.7651
39895,1333.21,1.7623
39896,1306.03,1.7584
39897,1318.61,1.7497
39898,1349.37,1.7547
39899,1322.19,1.7546
39902,1276.23,1.7605
39903,1292.98,1.7683
39904,1314.63,1.7698
39905,1352.47,1.7532
39906,1365.66,1.7356
39909,1354.36,1.7305
39910,1322.91,1.7345
39911,1338.53,1.7408
39912,1389.49,1.7305
39916,1393.13,1.7412
39917,1365.20,1.7518
39918,1382.36,1.7552
39919,1403.89,1.7453
39920,1410.85,1.7290
39923,1350.52,1.7455
39924,1379.22,1.7364
39925,1368.92,1.7305
39926,1382.52,1.7336
39927,1405.74,1.7225
39930,1391.58,1.7354
39931,1387.82,1.7198
39932,1417.99,1.7065
39933,1416.73,1.7050
39934,1424.41,1.7008
39937,1472.64,1.7017
39938,1467.25,1.6999
39939,1493.31,1.7003
39940,1473.66,1.6780
39941,1509.14,1.6841
39944,1477.20,1.7000
39945,1475.83,1.7006
39946,1436.74,1.7078
39947,1451.79,1.7111
39948,1435.48,1.7036
39951,1479.24,1.6898
39952,1476.94,1.6894
39953,1469.47,1.6969
39954,1445.28,1.6707
39955,1443.14,1.6602
39959,1481.10,1.6468
39960,1453.28,1.6229
39961,1475.94,1.6385
39962,1495.97,1.6562
39965,1534.65,1.6312
39966,1537.69,1.6385
39967,1516.88,1.6470
39968,1534.59,1.6274
39969,1530.82,1.6133
39972,1529.59,1.6091
39973,1535.03,1.6132
39974,1529.76,1.6033
39975,1539.50,1.6147
39976,1541.70,1.6220
39979,1505.06,1.6335
39980,1485.92,1.6400
39981,1483.90,1.6371
39982,1496.59,1.6203
39983,1501.25,1.6275
39986,1455.54,1.6408
39987,1458.92,1.6479
39988,1468.48,1.6400
39989,1499.98,1.6583
39990,1498.08,1.6605
39993,1511.70,1.6678
39994,1498.94,1.6610
39995,1505.64,1.6611
39996,1461.80,1.6660
40000,1465.58,1.6658
40001,1436.74,1.6715
40002,1435.20,1.6892
40003,1440.30,1.6777
40004,1434.50,1.6899
40007,1470.43,1.6837
40008,1478.24,1.6694
40009,1522.09,1.6541
40010,1535.30,1.6581
40011,1534.71,1.6492
40014,1552.26,1.6557
40015,1557.91,1.6718
40016,1557.37,1.6647
40017,1593.65,1.6514
40018,1598.50,1.6516
40021,1603.26,1.6442
40022,1599.09,1.6495
